Perturbation,nAcid,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,BertzCT,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,PNSA1,PPSA1,DPSA1,FNSA1,FPSA1,WNSA1,WPSA1,RNCG,RPCG,RNCS,RPCS,TASA,TPSA,RASA,RPSA,HybRatio,FCSP3,AETA_beta,ETA_beta_s,AETA_beta_s,ETA_beta_ns,AETA_beta_ns,ETA_beta_ns_d,AETA_beta_ns_d,ETA_eta,AETA_eta,ETA_eta_L,AETA_eta_L,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,nRot,RotRatio,SLogP,SMR,TopoPSA,GGI1,GGI2,Vabc,MW,AMW,WPath,WPol,Zagreb1
24>02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.4068602316300485,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,58.22544736658085,-33.247637294815036,-91.47308466139589,0.04780244446612625,-0.04780244446612636,68.66950210917332,-18.68125155941584,0.00911029987053727,0.005195730550277722,-3.266549804868845,-4.950551027479406,43.880490374241276,-18.902680302475176,0.022124916038060438,-0.02212491603806023,-0.017543859649122806,-0.0146198830409357,-0.02083333333333326,-0.5,-0.02083333333333326,0.0,0.0,0.0,0.0,0.2992735714927015,0.012469732145529266,0.0800376260025848,0.003334901083441033,-0.009999999999990905,-0.011074197120708729,-1.0,0.0,1.2367929999999987,-0.13679299999999728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.605,2.2049999999999983,-12.889999999999993,0.0,0.0,6.299224626137459,-0.9952489679999417,-0.2120248183566389,0.0,0.0,0.0
38>24,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,116.2319348153369,8.0,4.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,55.41442376063412,89.94347810494793,34.529054344313806,-0.0018819377970324958,0.0018819377970324958,103.0295207040179,163.11653337022534,-0.00938585265518288,-0.0050838014104536144,-32.96366794275869,4.847187099316955,175.85682503785142,-30.498923172269457,0.060444228463406136,-0.06044422846340611,0.1333333333333333,0.14444444444444446,-0.08333333333333326,2.0,0.0,0.0,-0.08333333333333326,0.0,-0.002976190476190476,5.753931111328125,0.15331306235049813,1.5083554366757816,0.03698428145615612,68.0,-0.009523809523809545,0.0,0.0,7.677171999999999,4.012827999999999,1.0,1.0,0.0,0.0,0.0,1.0,0.024154589371980673,0.5642000000000005,11.661000000000016,0.0,1.5,0.8333333333333339,39.53149672383012,40.03130012800011,-0.48061221203852256,315.0,11.0,24.0
24>38,0.0,0.0,0.0,0.0,-7.0,-3.0,0.0,0.0,0.0,-116.2319348153369,-8.0,-4.0,-8.0,0.0,0.0,0.0,0.0,-8.0,0.0,-55.41442376063412,-89.94347810494793,-34.529054344313806,0.0018819377970324958,-0.0018819377970324958,-103.0295207040179,-163.11653337022534,0.00938585265518288,0.0050838014104536144,32.96366794275869,-4.847187099316955,-175.85682503785142,30.498923172269457,-0.060444228463406136,0.06044422846340611,-0.1333333333333333,-0.14444444444444446,0.08333333333333326,-2.0,0.0,0.0,0.08333333333333326,0.0,0.002976190476190476,-5.753931111328125,-0.15331306235049813,-1.5083554366757816,-0.03698428145615612,-68.0,0.009523809523809545,0.0,0.0,-7.677171999999999,-4.012827999999999,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.024154589371980673,-0.5642000000000005,-11.661000000000016,0.0,-1.5,-0.8333333333333339,-39.53149672383012,-40.03130012800011,0.48061221203852256,-315.0,-11.0,-24.0
15>24,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,63.41407717809568,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.96386372009107,-25.362018495385314,-58.32588221547638,0.03057722892612652,-0.030577228926126576,35.26882609650818,-20.302870277616194,-0.0020510247489562983,-0.0011886185973215002,3.1640486108080097,1.160676606993377,7.4573248338310805,0.1445203908747601,0.0009429699676393177,-0.00094296996763929,0.0,0.0,0.0,0.75,0.0036231884057971175,0.5,-0.0036231884057971175,0.5,0.020833333333333332,1.5902917480042085,0.03241331075427478,0.24152557657306062,-0.000103026034453918,7.009999999999991,0.0,0.0,0.0,1.5132070000000013,-0.4932070000000017,0.0,0.0,0.0,0.0,0.0,0.0,-0.004273504273504286,0.6533999999999998,5.010000000000005,0.0,1.0,0.22222222222222232,15.211068029906187,33.96102764799997,0.8085958963809521,144.0,2.0,6.0
24>15,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-63.41407717809568,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.96386372009107,25.362018495385314,58.32588221547638,-0.03057722892612652,0.030577228926126576,-35.26882609650818,20.302870277616194,0.0020510247489562983,0.0011886185973215002,-3.1640486108080097,-1.160676606993377,-7.4573248338310805,-0.1445203908747601,-0.0009429699676393177,0.00094296996763929,0.0,0.0,0.0,-0.75,-0.0036231884057971175,-0.5,0.0036231884057971175,-0.5,-0.020833333333333332,-1.5902917480042085,-0.03241331075427478,-0.24152557657306062,0.000103026034453918,-7.009999999999991,0.0,0.0,0.0,-1.5132070000000013,0.4932070000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.004273504273504286,-0.6533999999999998,-5.010000000000005,0.0,-1.0,-0.22222222222222232,-15.211068029906187,-33.96102764799997,-0.8085958963809521,-144.0,-2.0,-6.0
24>19,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,-5.651972729466593,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,-2.259471538720163,71.69210305690262,73.95157459562279,-0.027880876425103562,0.02788087642510373,24.51539309460219,117.52719028692252,-0.0005182687826041921,-0.00030212517126326777,3.2436293457861325,0.2977760978921822,65.50342364140329,3.9292078767793157,0.005518305387338218,-0.00551830538733783,0.03508771929824561,0.03801169590643272,-0.03125,-0.25,-0.01041666666666663,-0.5,-0.02083333333333337,-0.5,-0.020833333333333332,0.5969040702708313,0.024871002927951302,0.11219728925872552,0.004674887052446897,-0.009999999999990905,-0.031746031746031744,0.0,0.0,1.4903789999999972,2.499621000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3449800000000012,-0.27300000000002456,1.4210854715202004e-14,0.0,0.0,2.084917193951128,-19.945377583999914,-0.9846851610668086,0.0,0.0,0.0
19>24,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,1.0,5.651972729466593,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,2.259471538720163,-71.69210305690262,-73.95157459562279,0.027880876425103562,-0.02788087642510373,-24.51539309460219,-117.52719028692252,0.0005182687826041921,0.00030212517126326777,-3.2436293457861325,-0.2977760978921822,-65.50342364140329,-3.9292078767793157,-0.005518305387338218,0.00551830538733783,-0.03508771929824561,-0.03801169590643272,0.03125,0.25,0.01041666666666663,0.5,0.02083333333333337,0.5,0.020833333333333332,-0.5969040702708313,-0.024871002927951302,-0.11219728925872552,-0.004674887052446897,0.009999999999990905,0.031746031746031744,0.0,0.0,-1.4903789999999972,-2.499621000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3449800000000012,0.27300000000002456,-1.4210854715202004e-14,0.0,0.0,-2.084917193951128,19.945377583999914,0.9846851610668086,0.0,0.0,0.0
24>26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.518946957056528,5.197148034600559,27.716094991657087,-0.01619870437833104,0.01619870437833104,-28.57451218310223,-5.359009118968288,-0.010371751446806382,-0.006186500950722623,11.908544268774904,6.3306523708697,-66.18450765436614,48.86270873191026,-0.05283960429526813,0.05283960429526821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6263525464741484,-0.026098022769756146,-0.10145191154814803,-0.004227162981172844,0.0,0.0,0.0,0.0,-1.6230000000000047,0.6030000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5143000000000006,-5.052000000000021,0.0,0.0,0.0,-9.14350907609844,-15.970449459999998,-0.38024879666666767,0.0,0.0,0.0
26>24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.518946957056528,-5.197148034600559,-27.716094991657087,0.01619870437833104,-0.01619870437833104,28.57451218310223,5.359009118968288,0.010371751446806382,0.006186500950722623,-11.908544268774904,-6.3306523708697,66.18450765436614,-48.86270873191026,0.05283960429526813,-0.05283960429526821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6263525464741484,0.026098022769756146,0.10145191154814803,0.004227162981172844,0.0,0.0,0.0,0.0,1.6230000000000047,-0.6030000000000015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5143000000000006,5.052000000000021,0.0,0.0,0.0,9.14350907609844,15.970449459999998,0.38024879666666767,0.0,0.0,0.0
19>26,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,1.0,5.651972729466593,-3.0,0.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,-20.259475418336365,-66.49495502230207,-46.2354796039657,0.011682172046772521,-0.011682172046772688,-53.08990527770442,-122.8861994058908,-0.00985348266420219,-0.005884375779459355,8.664914922988771,6.032876272977518,-131.68793129576943,44.933500855130944,-0.058357909682606346,0.05835790968260604,-0.03508771929824561,-0.03801169590643272,0.03125,0.25,0.01041666666666663,0.5,0.02083333333333337,0.5,0.020833333333333332,-1.2232566167449797,-0.05096902569770745,-0.21364920080687355,-0.00890205003361974,0.009999999999990905,0.031746031746031744,0.0,0.0,-3.113379000000002,-1.8966209999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.16931999999999947,-4.778999999999996,-1.4210854715202004e-14,0.0,0.0,-11.228426270049567,3.9749281239999164,0.6044363644001409,0.0,0.0,0.0
26>19,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,-1.0,-5.651972729466593,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,20.259475418336365,66.49495502230207,46.2354796039657,-0.011682172046772521,0.011682172046772688,53.08990527770442,122.8861994058908,0.00985348266420219,0.005884375779459355,-8.664914922988771,-6.032876272977518,131.68793129576943,-44.933500855130944,0.058357909682606346,-0.05835790968260604,0.03508771929824561,0.03801169590643272,-0.03125,-0.25,-0.01041666666666663,-0.5,-0.02083333333333337,-0.5,-0.020833333333333332,1.2232566167449797,0.05096902569770745,0.21364920080687355,0.00890205003361974,-0.009999999999990905,-0.031746031746031744,0.0,0.0,3.113379000000002,1.8966209999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16931999999999947,4.778999999999996,1.4210854715202004e-14,0.0,0.0,11.228426270049567,-3.9749281239999164,-0.6044363644001409,0.0,0.0,0.0
26>36,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,13.465621761323632,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,-31.809743611602016,134.7665814768278,166.57632508842983,-0.06566905748899116,0.06566905748899132,3.419804177746073,207.0900507075661,0.09334119810666985,-0.014645546693828754,-130.74408658863328,17.22952103428554,127.8564788187523,-24.8996409535265,0.04173983011503579,-0.04173983011503554,0.03508771929824561,0.03801169590643272,-0.020000000000000018,0.75,0.0033333333333334103,0.0,-0.023333333333333317,0.0,-0.0008333333333333318,1.5754850770155393,0.030271899965176208,0.3078302196445266,0.002726488290407919,7.0,-0.041407867494824,1.0,0.0,3.9153790000000015,3.6326210000000003,0.0,0.0,0.0,0.0,0.0,1.0,0.031746031746031744,-0.1304999999999994,6.593999999999994,9.22999999999999,0.0,-4.440892098500626e-16,20.01865322154009,12.019986496000058,-0.411875895710331,168.0,2.0,4.0
36>26,0.0,0.0,0.0,0.0,-4.0,-1.0,0.0,0.0,0.0,-13.465621761323632,-4.0,-1.0,-4.0,0.0,0.0,0.0,0.0,-4.0,0.0,31.809743611602016,-134.7665814768278,-166.57632508842983,0.06566905748899116,-0.06566905748899132,-3.419804177746073,-207.0900507075661,-0.09334119810666985,0.014645546693828754,130.74408658863328,-17.22952103428554,-127.8564788187523,24.8996409535265,-0.04173983011503579,0.04173983011503554,-0.03508771929824561,-0.03801169590643272,0.020000000000000018,-0.75,-0.0033333333333334103,0.0,0.023333333333333317,0.0,0.0008333333333333318,-1.5754850770155393,-0.030271899965176208,-0.3078302196445266,-0.002726488290407919,-7.0,0.041407867494824,-1.0,0.0,-3.9153790000000015,-3.6326210000000003,0.0,0.0,0.0,0.0,0.0,-1.0,-0.031746031746031744,0.1304999999999994,-6.593999999999994,-9.22999999999999,0.0,4.440892098500626e-16,-20.01865322154009,-12.019986496000058,0.411875895710331,-168.0,-2.0,-4.0
24>12,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,24.95219207963453,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,94.12833320682364,-57.42848578233645,-151.5568189891601,0.07780239510726789,-0.07780239510726794,110.68986843608906,-36.81203281279818,0.010908963846223363,0.006196441456542162,-6.074627426670588,-5.868498707011554,57.518769697973994,-20.818922273486663,0.025350259198347325,-0.025350259198347186,-0.017543859649122806,-0.0146198830409357,-0.020000000000000018,0.25,-0.016666666666666607,0.5,-0.0033333333333334103,0.5,0.01916666666666667,2.0359636306221915,0.04764712119865211,0.3208729134061654,0.003079109521626572,7.0,-0.011074197120708729,-1.0,0.0,2.75,-0.629999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.003968253968253968,1.2584000000000006,7.215000000000003,-12.889999999999993,1.0,0.0,21.510292656043646,32.96577867999997,0.5777665222945227,148.0,2.0,6.0
12>24,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,-24.95219207963453,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-94.12833320682364,57.42848578233645,151.5568189891601,-0.07780239510726789,0.07780239510726794,-110.68986843608906,36.81203281279818,-0.010908963846223363,-0.006196441456542162,6.074627426670588,5.868498707011554,-57.518769697973994,20.818922273486663,-0.025350259198347325,0.025350259198347186,0.017543859649122806,0.0146198830409357,0.020000000000000018,-0.25,0.016666666666666607,-0.5,0.0033333333333334103,-0.5,-0.01916666666666667,-2.0359636306221915,-0.04764712119865211,-0.3208729134061654,-0.003079109521626572,-7.0,0.011074197120708729,1.0,0.0,-2.75,0.629999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,-1.2584000000000006,-7.215000000000003,12.889999999999993,-1.0,0.0,-21.510292656043646,-32.96577867999997,-0.5777665222945227,-148.0,-2.0,-6.0
02>12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,27.359052311264577,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.90288584024279,-24.180848487521416,-60.083734327764205,0.029999950641141637,-0.02999995064114158,42.020366326915735,-18.130781253382338,0.0017986639756860934,0.0010007109062644404,-2.8080776218017434,-0.9179476795321477,13.638279323732718,-1.9162419710114875,0.0032253431602868865,-0.003225343160286956,0.0,0.0,0.0008333333333332416,0.75,0.004166666666666652,0.5,-0.0033333333333334103,0.5,0.01916666666666667,1.73669005912949,0.03517738905312284,0.24083528740358062,-0.0002557915618144613,7.009999999999991,0.0,0.0,0.0,1.5132070000000013,-0.4932070000000017,0.0,0.0,0.0,0.0,0.0,0.0,-0.003968253968253968,0.6534000000000006,5.010000000000005,0.0,1.0,0.0,15.211068029906187,33.96102764799991,0.7897913406511616,148.0,2.0,6.0
12>02,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-27.359052311264577,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.90288584024279,24.180848487521416,60.083734327764205,-0.029999950641141637,0.02999995064114158,-42.020366326915735,18.130781253382338,-0.0017986639756860934,-0.0010007109062644404,2.8080776218017434,0.9179476795321477,-13.638279323732718,1.9162419710114875,-0.0032253431602868865,0.003225343160286956,0.0,0.0,-0.0008333333333332416,-0.75,-0.004166666666666652,-0.5,0.0033333333333334103,-0.5,-0.01916666666666667,-1.73669005912949,-0.03517738905312284,-0.24083528740358062,0.0002557915618144613,-7.009999999999991,0.0,0.0,0.0,-1.5132070000000013,0.4932070000000017,0.0,0.0,0.0,0.0,0.0,0.0,0.003968253968253968,-0.6534000000000006,-5.010000000000005,0.0,-1.0,0.0,-15.211068029906187,-33.96102764799991,-0.7897913406511616,-148.0,-2.0,-6.0
25>27,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,15.905083351008443,3.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,65.31649937015663,12.879349938815267,-52.43714943134137,0.02816814732749784,-0.028168147327497506,115.38412940001035,70.17372626169526,-0.004581715589573099,-0.0012144363019157556,-19.892884088549366,1.6892598801085796,83.10725695485621,-4.911407645884481,0.01158400285114114,-0.011584002851140918,0.03442028985507248,0.03623188405797101,-0.029248768472906583,0.5,-0.004618226600985209,0.0,-0.024630541871921152,0.0,-0.0006157635467980288,1.909081049516356,0.038775942052519,0.5573210884475044,0.012192493736080001,7.0,-0.02603773584905661,0.0,0.0,3.0035859999999985,2.0064139999999995,0.0,0.0,0.0,0.0,0.0,1.0,0.027217741935483875,0.3901000000000001,4.61699999999999,0.0,0.0,0.0,17.295985223857315,14.015650064000056,-0.15687904033670552,230.0,1.0,4.0
27>25,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,-15.905083351008443,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,-65.31649937015663,-12.879349938815267,52.43714943134137,-0.02816814732749784,0.028168147327497506,-115.38412940001035,-70.17372626169526,0.004581715589573099,0.0012144363019157556,19.892884088549366,-1.6892598801085796,-83.10725695485621,4.911407645884481,-0.01158400285114114,0.011584002851140918,-0.03442028985507248,-0.03623188405797101,0.029248768472906583,-0.5,0.004618226600985209,0.0,0.024630541871921152,0.0,0.0006157635467980288,-1.909081049516356,-0.038775942052519,-0.5573210884475044,-0.012192493736080001,-7.0,0.02603773584905661,0.0,0.0,-3.0035859999999985,-2.0064139999999995,0.0,0.0,0.0,0.0,0.0,-1.0,-0.027217741935483875,-0.3901000000000001,-4.61699999999999,0.0,0.0,0.0,-17.295985223857315,-14.015650064000056,0.15687904033670552,-230.0,-1.0,-4.0
27>32,0.0,0.0,0.0,0.0,-7.0,-3.0,0.0,0.0,-1.0,-95.01207284999111,-7.0,-3.0,-7.0,0.0,0.0,0.0,0.0,-7.0,0.0,-35.01530405720359,-136.103602012264,-101.0882979550604,0.03527079056219995,-0.03527079056220028,-125.41954293732715,-264.742771332409,-0.08154591046412157,0.01826769753637872,150.5215177740344,-22.563936663427654,-155.84384124066878,-15.27506482879842,-0.0029050329177132683,0.002905032917713213,-0.07196969696969699,-0.07575757575757575,0.056034482758620774,-2.0,-0.004310344827586188,-0.5,0.06034482758620685,-0.5,-0.017241379310344827,-4.51329566915733,-0.07858583280845621,-1.0045346839474618,-0.013720803555218042,-21.01000000000002,0.06603773584905659,-1.0,0.0,-6.809171999999997,-5.748828,0.0,0.0,0.0,0.0,0.0,-2.0,-0.052801724137931036,-0.3986999999999987,-11.169000000000011,-9.229999999999997,-1.0,-0.22222222222222143,-43.38219739920521,-44.0262147480002,0.15172877044816424,-607.0,-5.0,-14.0
32>27,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,1.0,95.01207284999111,7.0,3.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,35.01530405720359,136.103602012264,101.0882979550604,-0.03527079056219995,0.03527079056220028,125.41954293732715,264.742771332409,0.08154591046412157,-0.01826769753637872,-150.5215177740344,22.563936663427654,155.84384124066878,15.27506482879842,0.0029050329177132683,-0.002905032917713213,0.07196969696969699,0.07575757575757575,-0.056034482758620774,2.0,0.004310344827586188,0.5,-0.06034482758620685,0.5,0.017241379310344827,4.51329566915733,0.07858583280845621,1.0045346839474618,0.013720803555218042,21.01000000000002,-0.06603773584905659,1.0,0.0,6.809171999999997,5.748828,0.0,0.0,0.0,0.0,0.0,2.0,0.052801724137931036,0.3986999999999987,11.169000000000011,9.229999999999997,1.0,0.22222222222222143,43.38219739920521,44.0262147480002,-0.15172877044816424,607.0,5.0,14.0
32>03,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,61.85698949898256,4.0,2.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,-31.388690304189026,122.53917346888761,153.92786377307664,-0.0637788823283656,0.06377888232836548,7.988617338191034,192.5512943244545,0.08618875753883048,-0.01703428020204295,-125.95711011334016,20.84851533129134,68.8739002480255,22.27658291667298,-0.010687138614823066,0.010687138614822914,0.03754940711462451,0.03952569169960474,-0.02678571428571419,1.5,0.008928571428571397,0.5,-0.0357142857142857,0.5,0.017857142857142856,2.4638652040506734,0.034797411627712105,0.44721359549995743,0.0015283098191380406,14.01000000000002,-0.03999999999999998,1.0,0.0,3.805585999999998,3.742414,0.0,0.0,0.0,0.0,0.0,1.0,0.02558398220244716,0.008599999999997943,6.552000000000007,9.229999999999997,1.0,0.44444444444444287,26.086212175347896,30.010564684000144,0.005150269888541281,417.0,4.0,10.0
03>32,0.0,0.0,0.0,0.0,-4.0,-2.0,0.0,0.0,-1.0,-61.85698949898256,-4.0,-2.0,-4.0,0.0,0.0,0.0,0.0,-4.0,0.0,31.388690304189026,-122.53917346888761,-153.92786377307664,0.0637788823283656,-0.06377888232836548,-7.988617338191034,-192.5512943244545,-0.08618875753883048,0.01703428020204295,125.95711011334016,-20.84851533129134,-68.8739002480255,-22.27658291667298,0.010687138614823066,-0.010687138614822914,-0.03754940711462451,-0.03952569169960474,0.02678571428571419,-1.5,-0.008928571428571397,-0.5,0.0357142857142857,-0.5,-0.017857142857142856,-2.4638652040506734,-0.034797411627712105,-0.44721359549995743,-0.0015283098191380406,-14.01000000000002,0.03999999999999998,-1.0,0.0,-3.805585999999998,-3.742414,0.0,0.0,0.0,0.0,0.0,-1.0,-0.02558398220244716,-0.008599999999997943,-6.552000000000007,-9.229999999999997,-1.0,-0.44444444444444287,-26.086212175347896,-30.010564684000144,-0.005150269888541281,-417.0,-4.0,-10.0
03>39,0.0,0.0,0.0,0.0,-4.0,-1.0,0.0,0.0,0.0,3.368788376964517,-4.0,-1.0,-4.0,0.0,0.0,0.0,0.0,-4.0,0.0,57.36411238563932,-144.99551374492796,-202.35962613056728,0.08680962176027379,-0.08680962176027374,21.189908181592955,-214.29588031726212,-0.08455427202567203,0.018045147666375133,138.29727140864264,-21.94006099813194,-63.74654080140249,-23.884860557886,0.012573381925521043,-0.012573381925520849,-0.03754940711462451,-0.03952569169960474,0.02215608465608465,-0.75,-0.004298941798941747,0.0,0.026455026455026398,0.0,0.0006613756613756613,-0.8297297838407189,-0.0018579086287273672,-0.2063783080963777,-9.776066648864434e-05,-7.0,0.03999999999999998,-1.0,0.0,-2.292378999999997,-4.235620999999998,0.0,0.0,0.0,0.0,0.0,-1.0,-0.02903225806451612,0.6448000000000023,-1.5420000000000016,-9.229999999999997,0.0,-0.22222222222222054,-10.875144145441595,3.9504629639998257,0.7331329398505888,-242.0,-2.0,-4.0
39>03,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,-3.368788376964517,4.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,-57.36411238563932,144.99551374492796,202.35962613056728,-0.08680962176027379,0.08680962176027374,-21.189908181592955,214.29588031726212,0.08455427202567203,-0.018045147666375133,-138.29727140864264,21.94006099813194,63.74654080140249,23.884860557886,-0.012573381925521043,0.012573381925520849,0.03754940711462451,0.03952569169960474,-0.02215608465608465,0.75,0.004298941798941747,0.0,-0.026455026455026398,0.0,-0.0006613756613756613,0.8297297838407189,0.0018579086287273672,0.2063783080963777,9.776066648864434e-05,7.0,-0.03999999999999998,1.0,0.0,2.292378999999997,4.235620999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.02903225806451612,-0.6448000000000023,1.5420000000000016,9.229999999999997,0.0,0.22222222222222054,10.875144145441595,-3.9504629639998257,-0.7331329398505888,242.0,2.0,4.0
03>07,0.0,0.0,0.0,0.0,-5.0,-2.0,0.0,0.0,0.0,-59.233272265152436,-5.0,-2.0,-5.0,0.0,0.0,0.0,0.0,-5.0,0.0,-48.78382378285636,-71.52673925580154,-22.742915472945185,-0.0014102448443829019,0.001410244844383013,-104.25010163867188,-156.93655091901576,-0.08963927528403196,0.014874287229512506,129.47639453532184,-18.466856984303917,-123.12287548422,2.812312445561986,-0.01691282963048324,0.016912829630483267,-0.031055900621118016,-0.035196687370600416,0.04601648351648335,-1.0,0.010302197802197877,-0.5,0.0357142857142857,-0.5,-0.017857142857142856,-2.7264298856663842,-0.04489605322831636,-0.5284265369037326,-0.004651884488514002,-14.0,0.05111111111111105,0.0,0.0,-5.042378999999997,-3.6056209999999993,0.0,0.0,0.0,0.0,0.0,-1.0,-0.02558398220244716,-0.6135999999999986,-8.757000000000005,3.6599999999999966,-1.0,-0.44444444444444287,-32.38543680148541,-29.015315716000146,0.18226110267575368,-417.0,-4.0,-10.0
07>03,0.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,59.233272265152436,5.0,2.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,48.78382378285636,71.52673925580154,22.742915472945185,0.0014102448443829019,-0.001410244844383013,104.25010163867188,156.93655091901576,0.08963927528403196,-0.014874287229512506,-129.47639453532184,18.466856984303917,123.12287548422,-2.812312445561986,0.01691282963048324,-0.016912829630483267,0.031055900621118016,0.035196687370600416,-0.04601648351648335,1.0,-0.010302197802197877,0.5,-0.0357142857142857,0.5,0.017857142857142856,2.7264298856663842,0.04489605322831636,0.5284265369037326,0.004651884488514002,14.0,-0.05111111111111105,0.0,0.0,5.042378999999997,3.6056209999999993,0.0,0.0,0.0,0.0,0.0,1.0,0.02558398220244716,0.6135999999999986,8.757000000000005,-3.6599999999999966,1.0,0.44444444444444287,32.38543680148541,29.015315716000146,-0.18226110267575368,417.0,4.0,10.0
07>39,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,62.60206064211695,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,106.14793616849568,-73.46877448912642,-179.6167106576221,0.0882198666046567,-0.08821986660465675,125.44000982026483,-57.35932939824636,0.005085003258359921,0.003170860436862627,8.820876873320799,-3.473204013828024,59.376334682817514,-26.697173003447986,0.029486211556004283,-0.029486211556004116,-0.006493506493506496,-0.004329004329004321,-0.0238603988603987,0.25,-0.014601139601139623,0.5,-0.0092592592592593,0.5,0.018518518518518517,1.8967001018256653,0.04303814459958899,0.32204822880735495,0.004554123822025358,7.0,-0.011111111111111072,-1.0,0.0,2.75,-0.629999999999999,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034482758620689585,1.2584000000000009,7.215000000000003,-12.889999999999993,1.0,0.22222222222222232,21.510292656043816,32.96577867999997,0.5508718371748351,175.0,2.0,6.0
