Perturbation,nAcid,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nSpiro,nBridgehead,nHetero,BertzCT,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,PNSA1,PPSA1,DPSA1,FNSA1,FPSA1,WNSA1,WPSA1,RNCG,RPCG,RNCS,RPCS,TASA,TPSA,RASA,RPSA,HybRatio,FCSP3,AETA_beta,ETA_beta_s,AETA_beta_s,ETA_beta_ns,AETA_beta_ns,ETA_beta_ns_d,AETA_beta_ns_d,ETA_eta,AETA_eta,ETA_eta_L,AETA_eta_L,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n3Ring,n4Ring,n5Ring,n6Ring,nRot,RotRatio,SLogP,SMR,TopoPSA,GGI1,GGI2,Vabc,MW,AMW,WPath,WPol,Zagreb1
18>19,0.0,0.0,0.0,0.0,-2.0,-2.0,0.0,0.0,0.0,-123.38986135505786,-2.0,-2.0,-1.0,0.0,-1.0,0.0,-1.0,-1.0,0.0,-45.07769184583708,-5.764109638375203,39.31358220746188,-0.023959955144465195,0.023959955144464917,-69.55207772872126,-40.57307579132748,0.0085397426377809,0.00508409970594792,-13.479350217050921,-5.185431957779599,-50.88926559030972,0.047464106097493186,-0.006240802714419846,0.006240802714419735,0.0,0.03007518796992481,-0.02163461538461542,-1.0,0.012019230769230727,-2.0,-0.033653846153846145,0.0,0.0,-1.5709878111688091,0.00647405369226417,-0.35125383408339417,0.005611011182788533,-14.0,0.018912529550827395,0.0,0.0,-3.3400000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007662835249042141,-0.06298000000000004,-7.815000000000012,0.0,0.0,4.440892098500626e-16,-29.319052552231028,-24.0,-0.20693050807367275,-361.0,-3.0,-8.0
19>18,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,123.38986135505786,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,45.07769184583708,5.764109638375203,-39.31358220746188,0.023959955144465195,-0.023959955144464917,69.55207772872126,40.57307579132748,-0.0085397426377809,-0.00508409970594792,13.479350217050921,5.185431957779599,50.88926559030972,-0.047464106097493186,0.006240802714419846,-0.006240802714419735,0.0,-0.03007518796992481,0.02163461538461542,1.0,-0.012019230769230727,2.0,0.033653846153846145,0.0,0.0,1.5709878111688091,-0.00647405369226417,0.35125383408339417,-0.005611011182788533,14.0,-0.018912529550827395,0.0,0.0,3.3400000000000034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.007662835249042141,0.06298000000000004,7.815000000000012,0.0,0.0,-4.440892098500626e-16,29.319052552231028,24.0,0.20693050807367275,361.0,3.0,8.0
19>22,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,16.634767846307568,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,11.642613318167605,33.46484474933061,21.822231431163004,-0.0043421921163418475,0.004342192116342014,30.21548967516935,67.2302100330694,0.09880871711375253,-0.01532418184587192,-128.2534028869908,16.73787039209904,50.498631405190736,-5.391173337692521,0.01041656689231818,-0.01041656689231811,-0.01842105263157895,-0.01578947368421052,-0.008750000000000036,0.5,-0.006249999999999978,0.5,-0.0024999999999999467,0.5,0.02,0.6604927045407472,-0.008366555961723643,0.17421864484023875,-0.0029740567031083798,7.0,-0.018912529550827395,0.0,0.0,2.0387929999999983,1.5992069999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.031746031746031744,0.30518,4.02000000000001,-3.660000000000011,0.0,-4.440892098500626e-16,15.089451577627983,14.999665652000033,0.015434032584312085,168.0,2.0,4.0
22>19,0.0,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,0.0,-16.634767846307568,-2.0,-1.0,-2.0,0.0,0.0,0.0,0.0,-2.0,0.0,-11.642613318167605,-33.46484474933061,-21.822231431163004,0.0043421921163418475,-0.004342192116342014,-30.21548967516935,-67.2302100330694,-0.09880871711375253,0.01532418184587192,128.2534028869908,-16.73787039209904,-50.498631405190736,5.391173337692521,-0.01041656689231818,0.01041656689231811,0.01842105263157895,0.01578947368421052,0.008750000000000036,-0.5,0.006249999999999978,-0.5,0.0024999999999999467,-0.5,-0.02,-0.6604927045407472,0.008366555961723643,-0.17421864484023875,0.0029740567031083798,-7.0,0.018912529550827395,0.0,0.0,-2.0387929999999983,-1.5992069999999998,0.0,0.0,0.0,0.0,0.0,-1.0,-0.031746031746031744,-0.30518,-4.02000000000001,3.660000000000011,0.0,4.440892098500626e-16,-15.089451577627983,-14.999665652000033,-0.015434032584312085,-168.0,-2.0,-4.0
15>19,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,57.76210444862909,3.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,30.704392181370906,46.33008456151731,15.625692380146404,0.0026963525010229583,-0.0026963525010228473,59.78421919111037,97.22432000930633,-0.0025692935315604903,-0.001490743768584768,6.407677956594142,1.4584527048855591,72.96074847523437,4.073728267654076,0.006461275354977536,-0.00646127535497712,0.03508771929824561,0.03801169590643272,-0.03125,0.5,-0.006793478260869512,0.0,-0.024456521739130488,0.0,0.0,2.1871958182750397,0.057284313682226085,0.35372286583178614,0.004571861017992979,7.0,-0.031746031746031744,0.0,0.0,3.0035859999999985,2.0064139999999995,0.0,0.0,0.0,0.0,0.0,0.0,-0.004273504273504286,0.3084199999999986,4.736999999999981,1.4210854715202004e-14,1.0,0.22222222222222232,17.295985223857315,14.015650064000056,-0.1760892646858565,144.0,2.0,6.0
19>15,0.0,0.0,0.0,0.0,-3.0,-1.0,0.0,0.0,0.0,-57.76210444862909,-3.0,-1.0,-3.0,0.0,0.0,0.0,0.0,-3.0,0.0,-30.704392181370906,-46.33008456151731,-15.625692380146404,-0.0026963525010229583,0.0026963525010228473,-59.78421919111037,-97.22432000930633,0.0025692935315604903,0.001490743768584768,-6.407677956594142,-1.4584527048855591,-72.96074847523437,-4.073728267654076,-0.006461275354977536,0.00646127535497712,-0.03508771929824561,-0.03801169590643272,0.03125,-0.5,0.006793478260869512,0.0,0.024456521739130488,0.0,0.0,-2.1871958182750397,-0.057284313682226085,-0.35372286583178614,-0.004571861017992979,-7.0,0.031746031746031744,0.0,0.0,-3.0035859999999985,-2.0064139999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.004273504273504286,-0.3084199999999986,-4.736999999999981,-1.4210854715202004e-14,-1.0,-0.22222222222222232,-17.295985223857315,-14.015650064000056,0.1760892646858565,-144.0,-2.0,-6.0
19>36,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,19.117594490790225,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-52.06921902993838,68.27162645452574,120.34084548446413,-0.053986885442218635,0.053986885442218635,-49.670101099958345,84.20385130167529,0.08348771544246766,-0.02052992247328811,-122.07917166564451,23.262397307263058,-3.8314524770171374,20.033859901604444,-0.016618079567570554,0.0166180795675705,0.0,0.0,0.011249999999999982,1.0,0.01375000000000004,0.5,-0.0024999999999999467,0.5,0.02,0.35222846027055965,-0.02069712573253124,0.09418101883765306,-0.0061755617432118215,7.009999999999991,-0.009661835748792258,1.0,0.0,0.8019999999999996,1.7360000000000007,0.0,0.0,0.0,0.0,0.0,1.0,0.031746031746031744,-0.29981999999999887,1.8149999999999977,9.229999999999976,0.0,-4.440892098500626e-16,8.790226951490524,15.994914619999975,0.19256046868980992,168.0,2.0,4.0
36>19,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,-1.0,-19.117594490790225,-1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,52.06921902993838,-68.27162645452574,-120.34084548446413,0.053986885442218635,-0.053986885442218635,49.670101099958345,-84.20385130167529,-0.08348771544246766,0.02052992247328811,122.07917166564451,-23.262397307263058,3.8314524770171374,-20.033859901604444,0.016618079567570554,-0.0166180795675705,0.0,0.0,-0.011249999999999982,-1.0,-0.01375000000000004,-0.5,0.0024999999999999467,-0.5,-0.02,-0.35222846027055965,0.02069712573253124,-0.09418101883765306,0.0061755617432118215,-7.009999999999991,0.009661835748792258,-1.0,0.0,-0.8019999999999996,-1.7360000000000007,0.0,0.0,0.0,0.0,0.0,-1.0,-0.031746031746031744,0.29981999999999887,-1.8149999999999977,-9.229999999999976,0.0,4.440892098500626e-16,-8.790226951490524,-15.994914619999975,-0.19256046868980992,-168.0,-2.0,-4.0
22>36,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.4828266444826568,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-63.711832348105986,34.806781705195135,98.51861405330112,-0.04964469332587679,0.04964469332587662,-79.8855907751277,16.97364126860589,-0.015321001671284862,-0.005205740627416189,6.174231221346304,6.524526915164017,-54.33008388220787,25.425033239296965,-0.027034646459888734,0.02703464645988861,0.01842105263157895,0.01578947368421052,0.020000000000000018,0.5,0.020000000000000018,0.0,0.0,0.0,0.0,-0.3082642442701875,-0.012330569770807598,-0.08003762600258568,-0.0032015050401034417,0.009999999999990905,0.009250693802035137,1.0,0.0,-1.2367929999999987,0.13679300000000083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6049999999999989,-2.2050000000000125,12.889999999999986,0.0,0.0,-6.299224626137459,0.9952489679999417,0.17712643610549783,0.0,0.0,0.0
36>22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.4828266444826568,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,63.711832348105986,-34.806781705195135,-98.51861405330112,0.04964469332587679,-0.04964469332587662,79.8855907751277,-16.97364126860589,0.015321001671284862,0.005205740627416189,-6.174231221346304,-6.524526915164017,54.33008388220787,-25.425033239296965,0.027034646459888734,-0.02703464645988861,-0.01842105263157895,-0.01578947368421052,-0.020000000000000018,-0.5,-0.020000000000000018,0.0,0.0,0.0,0.0,0.3082642442701875,0.012330569770807598,0.08003762600258568,0.0032015050401034417,-0.009999999999990905,-0.009250693802035137,-1.0,0.0,1.2367929999999987,-0.13679300000000083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6049999999999989,2.2050000000000125,-12.889999999999986,0.0,0.0,6.299224626137459,-0.9952489679999417,-0.17712643610549783,0.0,0.0,0.0
37>38,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.151528568035701,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-68.29255811449866,40.759878544828496,109.05243665932716,-0.06600197863699875,0.06600197863699875,-68.58083052629502,21.41334602782564,-0.010169499933241039,-0.0055411721330697605,12.693854260941094,4.954354768283878,-53.246553984047296,25.71387441437713,-0.035906005367203675,0.03590600536720359,0.012500000000000011,0.008333333333333331,0.023809523809523725,0.5,0.023809523809523725,0.0,0.0,0.0,0.0,-0.27371286049210397,-0.01303394573771921,-0.08003762600258568,-0.003811315523932657,0.010000000000005116,0.0134920634920635,1.0,0.0,-1.2367929999999987,0.13679299999999728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6049999999999998,-2.2049999999999983,12.889999999999993,0.0,0.0,-6.299224626137402,0.9952489679999417,0.2666022055937205,0.0,0.0,0.0
38>37,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,-2.151528568035701,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,68.29255811449866,-40.759878544828496,-109.05243665932716,0.06600197863699875,-0.06600197863699875,68.58083052629502,-21.41334602782564,0.010169499933241039,0.0055411721330697605,-12.693854260941094,-4.954354768283878,53.246553984047296,-25.71387441437713,0.035906005367203675,-0.03590600536720359,-0.012500000000000011,-0.008333333333333331,-0.023809523809523725,-0.5,-0.023809523809523725,0.0,0.0,0.0,0.0,0.27371286049210397,0.01303394573771921,0.08003762600258568,0.003811315523932657,-0.010000000000005116,-0.0134920634920635,-1.0,0.0,1.2367929999999987,-0.13679299999999728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6049999999999998,2.2049999999999983,-12.889999999999993,0.0,0.0,6.299224626137402,-0.9952489679999417,-0.2666022055937205,0.0,0.0,0.0
38>15,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,-1.0,52.81785763724122,8.0,3.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,22.450560040543053,115.30549660033324,92.85493655979019,-0.032459166723159016,0.03245916672315907,67.76069460750972,183.41940364784153,-0.007334827906226582,-0.0038951828131321142,-36.1277165535667,3.6865104923235776,168.39950020402034,-30.643443563144217,0.05950125849576682,-0.05950125849576682,0.1333333333333333,0.14444444444444446,-0.08333333333333326,1.25,-0.0036231884057971175,-0.5,-0.07971014492753614,-0.5,-0.023809523809523808,4.163639363323917,0.12089975159622335,1.266829860102721,0.03708730749061004,60.99000000000001,-0.009523809523809545,0.0,0.0,6.1639649999999975,4.506035000000001,1.0,1.0,0.0,0.0,0.0,1.0,0.02842809364548496,-0.08919999999999928,6.6510000000000105,0.0,0.5,0.6111111111111116,24.32042869392393,6.070272480000142,-1.2892081084194746,171.0,9.0,18.0
15>38,0.0,0.0,0.0,0.0,-7.0,-2.0,0.0,0.0,1.0,-52.81785763724122,-8.0,-3.0,-8.0,0.0,0.0,0.0,0.0,-8.0,0.0,-22.450560040543053,-115.30549660033324,-92.85493655979019,0.032459166723159016,-0.03245916672315907,-67.76069460750972,-183.41940364784153,0.007334827906226582,0.0038951828131321142,36.1277165535667,-3.6865104923235776,-168.39950020402034,30.643443563144217,-0.05950125849576682,0.05950125849576682,-0.1333333333333333,-0.14444444444444446,0.08333333333333326,-1.25,0.0036231884057971175,0.5,0.07971014492753614,0.5,0.023809523809523808,-4.163639363323917,-0.12089975159622335,-1.266829860102721,-0.03708730749061004,-60.99000000000001,0.009523809523809545,0.0,0.0,-6.1639649999999975,-4.506035000000001,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.02842809364548496,0.08919999999999928,-6.6510000000000105,0.0,-0.5,-0.6111111111111116,-24.32042869392393,-6.070272480000142,1.2892081084194746,-171.0,-9.0,-18.0
37>02,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,115.97660315174255,8.0,4.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,45.34731301271631,97.45571935496139,52.108406342245075,-0.020081471967904996,0.020081471967904885,103.1181922868962,165.84862783863514,-0.01044505271788665,-0.005429242993245653,-23.53636348668644,4.850990840121426,166.4907614280454,-23.687729060367502,0.0466631391342629,-0.046663139134262746,0.1282894736842105,0.1381578947368421,-0.0803571428571428,2.0,0.0029761904761904656,0.0,-0.08333333333333326,0.0,-0.002976190476190476,5.779491822328723,0.1527488487583082,1.5083554366757808,0.0365078670156645,68.00000000000001,-0.0071059431524547745,0.0,0.0,7.677171999999999,4.012827999999999,1.0,1.0,0.0,0.0,0.0,1.0,0.024154589371980673,0.5642000000000007,11.661000000000016,0.0,1.5,0.8333333333333339,39.53149672383017,40.03130012800011,-0.42603482480144095,315.0,11.0,24.0
02>37,0.0,0.0,0.0,0.0,-7.0,-3.0,0.0,0.0,0.0,-115.97660315174255,-8.0,-4.0,-8.0,0.0,0.0,0.0,0.0,-8.0,0.0,-45.34731301271631,-97.45571935496139,-52.108406342245075,0.020081471967904996,-0.020081471967904885,-103.1181922868962,-165.84862783863514,0.01044505271788665,0.005429242993245653,23.53636348668644,-4.850990840121426,-166.4907614280454,23.687729060367502,-0.0466631391342629,0.046663139134262746,-0.1282894736842105,-0.1381578947368421,0.0803571428571428,-2.0,-0.0029761904761904656,0.0,0.08333333333333326,0.0,0.002976190476190476,-5.779491822328723,-0.1527488487583082,-1.5083554366757808,-0.0365078670156645,-68.00000000000001,0.0071059431524547745,0.0,0.0,-7.677171999999999,-4.012827999999999,-1.0,-1.0,0.0,0.0,0.0,-1.0,-0.024154589371980673,-0.5642000000000007,-11.661000000000016,0.0,-1.5,-0.8333333333333339,-39.53149672383017,-40.03130012800011,0.42603482480144095,-315.0,-11.0,-24.0
02>24,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,2.4068602316300485,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,-58.22544736658085,33.247637294815036,91.47308466139589,-0.04780244446612625,0.04780244446612636,-68.66950210917332,18.68125155941584,-0.00911029987053727,-0.005195730550277722,3.266549804868845,4.950551027479406,-43.880490374241276,18.902680302475176,-0.022124916038060438,0.02212491603806023,0.017543859649122806,0.0146198830409357,0.02083333333333326,0.5,0.02083333333333326,0.0,0.0,0.0,0.0,-0.2992735714927015,-0.012469732145529266,-0.0800376260025848,-0.003334901083441033,0.009999999999990905,0.011074197120708729,1.0,0.0,-1.2367929999999987,0.13679299999999728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.605,-2.2049999999999983,12.889999999999993,0.0,0.0,-6.299224626137459,0.9952489679999417,0.2120248183566389,0.0,0.0,0.0
